CountryWorldscopeList,CompanyNameOfficial,CompanyNameOfficialSource,CompanyNameOfficialNotes,ISIN,ISINSource,ISINNotes,WorldscopePermanentID,AccountingPeriodEndDate,CountryOfIncorporation,CountryOfIncorporationSource,CountryOfIncorporationNotes,Consolidation,ConsolidationSource,ConsolidationNotes,AccountingStandards,AccountingStandardsSource,AccountingStandardsNotes,ListingStatus,ListingStatusSource,ListingStatusNotes,ListingPrimary,ListingPrimarySource,ListingPrimaryNotes,SampleNoIFRSGermany2012,SampleNoIFRSGermany2020,SampleGermany2020,SampleNoIFRSUK2007,SampleNoIFRSUK2012,SampleNoIFRSUK2020
Germany,,,CS: Volkmann Vermögens Verwaltungs AG,,,,C2802HF00,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Palatium Real Estate AG,2,CS: 2020 AR not in registry; formerly Volkmann Vermögens Verwaltungs AG,DE0005121107,1,,C2802HF00,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,"CS: no evidence of delisting; there are ""Börsenkosten"" in the 2013 AR and in subsequent years",HAM High Risk Market,1,,,1,1,,,
Germany,,,,,,,C280B3090,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,,,CS: bit by bit Holding AG,,,,C280E3010,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Jost Aktiengesellschaft,1,,DE0006216401,1,,C280E8820,31/12/2020,Germany,1,,u,1,,Local,1,,2,3,"CS: Open Market München, Stuttgart, Berlin (source: pressetext)",MUN Open Market,4,,,1,1,,,
Germany,,,,,,,C280E9790,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Deutsche Grundstücksauktionen AG,1,,DE0005533400,1,,C280E9790,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,FRA Scale,1,,,1,1,,,
Germany,P&I Personal & Informatik Aktiengesellschaft,1,,DE0006913403,2,,C280E6920,31/03/2020,Germany,1,,c,1,,IFRS,1,,0,2,CS: 100% owned by Athena BidCo GmbH; delisting 12/11/2014,,,,,,1,,,
Germany,Heidelberger Druckmaschinen Aktiengesellschaft,1,,DE0007314007,1,,C280B6010,31/03/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,TTL Beteiligungs- und Grundbesitz-AG,1,,DE0007501009,1,,C280E7230,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,KPS AG,1,,DE000A1A6V48,1,,C280E7160,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,STADA Arzneimittel Aktiengesellschaft,1,,DE0007251803,3,CS: source: DGAP,C280B5850,31/12/2020,Germany,1,,c,1,,IFRS,1,,0,2,CS: squeeze-out 06/11/2020,,,,,,1,,,
Germany,,,,,,,C280B4840,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,technotrans SE,1,,DE000A0XYGA7,1,,C280A5650,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,United Internet AG,1,,DE0005089031,1,,C280A5510,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,GESCO Aktiengesellschaft,1,,DE000A1K0201,1,,C280B5250,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,1&1 Drillisch Aktiengesellschaft,1,,DE0005545503,1,,C280B5170,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,infas Holding Aktiengesellschaft,1,,DE0006097108,1,,C280A6040,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,,,,,,,C280E9740,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Effecten-Spiegel AG,1,,DE0005647606,1,,C280E9740,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,,MUN Open Market,2,CS: also STU Open Market; AR mentions München first,,1,1,,,
Germany,Pfeiffer Vacuum Technology AG,1,,DE0006916604,1,,C28094070,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Ludwig Beck am Rathauseck -Textilhaus Feldmeier Aktiengesellschaft,1,,DE0005199905,1,,C280B5620,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Hawesko Holding Aktiengesellschaft,1,,DE0006042708,1,,C280B5350,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,CENIT Aktiengesellschaft,1,,DE0005407100,1,,C280B5070,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,A.S. Création Tapeten AG,1,,DE000A1TNNN5,1,,C280B4880,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,ALBA SE,1,,DE0006209901,1,,C280D6310,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,JENOPTIK Aktiengesellschaft,1,,DE000A2NB601,1,,C280B5430,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,TELES Aktiengesellschaft Informationstechnologien,1,,DE000A289B07,1,,C280D5390,31/12/2020,Germany,1,,u,1,,Local,1,,1,1,,FRA Prime Standard,1,,,1,1,,,
Germany,ENCAVIS AG,1,,DE0006095003,1,,C280D7510,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,INTERSHOP Communications Aktiengesellschaft,1,,DE000A254211,1,,C280D5290,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Aurubis AG,1,,DE0006766504,1,,C28094050,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280E9840,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Value-Holdings Aktiengesellschaft,1,,DE0007600405,1,,C280E9840,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,MUN m:access,1,,,1,1,,,
Germany,Mühlbauer Holding AG,1,,DE0006627201,1,,C280D5330,31/12/2020,Germany,1,,c,1,,Local,1,,2,2,,FRA Basic Board,2,,,1,1,,,
Germany,,,,,,,C280E9760,31/12/2012,Germany,1,,c,,CS: voluntary consolidated FS published but not available on registry; total assets in WS is from consolidated FS,Local,,,2,2,"CS: ""Entry Standard""",,,,1,,,,,
Germany,KST Beteiligungs AG,1,,DE000A161309,1,,C280E9760,31/12/2020,Germany,1,,u,1,,Local,1,,2,3,"CS: Open Market Berlin, Düsseldorf, Frankfurt (Basic Board), Hamburg, Stuttgart, Tradegate (source: DGAP)",FRA Basic Board,4,"CS: ""Heimat-Börse: Stuttgart""",,1,1,,,
Germany,,,,,,,C280D5340,31/12/2012,Germany,1,,c,,CS: voluntary unaudited consolidated FS published but not available on registry; total assets in WS is from consolidated FS,Local,,,2,3,CS: source: DGAP,,,,1,,,,,
Germany,plenum Aktiengesellschaft,1,,DE000A161Z44,1,,C280D5340,31/12/2020,Germany,1,,c,1,"CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS (less ""Aktive latente Steuern"")",Local,1,,2,3,"CS: Open Market Berlin, Düsseldorf, Frankfurt, Hamburg, München, Stuttgart (source: DGAP)",MUN m:access,1,,,1,1,,,
Germany,,,,,,,C280D7540,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,SPARTA AG,1,,DE000A0NK3W4,2,,C280D7540,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,,FRA Basic Board,2,,,1,1,,,
Germany,STRATEC SE,1,,DE000STRA555,1,,C280D5090,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280669C0,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,FORIS AG,1,,DE0005775803,1,,C280E7150,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,PSI Software AG,1,,DE000A0Z1JH9,1,,C280D5350,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,KRONES Aktiengesellschaft,1,,DE0006335003,1,,C280FC390,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,CS: Edel AG,,,,C280D5230,30/09/2013,Germany,1,,c,,,Local,,,2,3,CS: source: DGAP,,,,1,,,,,
Germany,Edel SE & Co. KGaA,1,,DE0005649503,1,,C280D5230,30/09/2020,Germany,1,,c,1,,Local,1,,2,3,"CS: Open Market Düsseldorf, Frankfurt (Scale), Hamburg, Hannover, München, Stuttgart, Berlin, Tradegate (source: pressetext)",FRA Scale,1,,,1,1,,,
Germany,Steinhoff International Holdings N.V.,2,,NL0011375019,2,,C280H74Q0,30/09/2020,Netherlands,2,"CS: ""incorporated under the laws of the Netherlands""; registered office is in South Africa",c,1,,IFRS,1,,1,1,"CS: Frankfurt, Johannesburg (source: AR)",FRA Prime Standard,1,"CS: ""secondary listing on the JSE"" (source: AR)",,,1,,,
Germany,First Sensor AG,1,,DE0007201907,1,,C280E7210,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,DEAG Deutsche Entertainment Aktiengesellschaft,1,,DE000A3E5DA0,8,CS: source: Hamburg Stock Exchange; ISIN changed (formerly DE000A0Z23G6) after delisting from Frankfurt Stock Exchange on 08/04/2021 (sources: Frankfurt Stock Exchange and www.clearstream.com),C280D5220,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,2,,FRA Prime Standard,1,,,,1,,,
Germany,Value Management & Research AG,1,,DE000A1RFHN7,1,,C280D7550,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,,,,,,,C280D5150,31/12/2012,Germany,1,,u,,,Local,,,2,2,"CS: ""Entry Standard""",,,,1,,,,,
Germany,MISTRAL Media AG,2,CS: 2020 AR not in registry,DE000A1PHC13,3,CS: source: DGAP,C280D5150,31/12/2020,Germany,1,,u,1,,Local,1,,0,3,CS: delisting 31/10/2015 (source: DGAP),,,,,1,1,,,
Germany,,,,,,,C280D5140,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,,,CS: MIM MONDO IGEL MEDIA AG,,,,C280E7170,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Medios AG,1,,DE000A1MMCC8,1,,C280E7170,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,B+S Banksysteme Aktiengesellschaft,1,,DE0001262152,1,,C280D5210,30/06/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,Daimler AG,1,,DE0007100000,1,,C280D5160,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Ceotronics Aktiengesellschaft Audio . Video . Data Communication,1,,DE0005407407,1,,C280D6890,31/05/2020,Germany,1,,c,1,,Local,1,,2,2,,FRA Basic Board,2,,,,1,,,
Germany,,,CS: Porta Systems AG,,,,C280D6320,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,PEH Wertpapier AG,1,,DE0006201403,1,,C280E9810,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,2,,BER Regulated Market,2,,,,1,,,
Germany,PNE AG,1,,DE000A0JBPG2,1,,C280D6610,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,LPKF Laser & Electronics Aktiengesellschaft,1,,DE0006450000,1,,C280D6390,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,All for One Group SE,1,,DE0005110001,1,,C280D5440,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Wild Bunch AG,1,,DE000A2TSU21,1,,C280D7390,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,SM Wirtschaftsberatungs Aktiengesellschaft,1,,DE000A1RFMZ1,1,,C280D6420,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,STU Freiverkehr Plus,1,CS: also FRA Basic Board,,1,1,,,
Germany,,,CS: U.C.A. Aktiengesellschaft,,,,C280D6380,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,U.C.A. Aktiengesellschaft,1,,DE000A12UK57,1,,C280D6380,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,MUN m:access,1,,,1,1,,,
Germany,Intertainment Aktiengesellschaft,1,,DE0006223605,1,,C280D7860,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,mwb fairtrade Wertpapierhandelsbank AG,1,,DE0006656101,2,,C280D9170,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,,MUN m:access,2,,,1,1,,,
Germany,WESTGRUND Aktiengesellschaft,1,,DE000A0HN4T3,1,,C280D7840,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,DUS Regulated Market,3,CS: source: DGAP,,,1,,,
Germany,AMADEUS FIRE AG,1,,DE0005093108,1,,C280D8080,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,MEDION AG,1,,DE0006605009,1,,C280D7790,31/03/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,MVV Energie AG,1,,DE000A0H52F5,1,,C280D8130,30/09/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,MyHammer Holding AG,1,,DE000A11QWW6,1,,C280D8380,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,MorphoSys AG,1,,DE0006632003,1,,C280D8120,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Eyemaxx Real Estate AG,1,CS: 2020 AR not in registry; AR not published; insolvency,DE000A0V9L94,1,,C280D8090,31/10/2020,Germany,1,,NA,,,NA,,,1,1,,FRA General Standard,1,,,,1,,,
Germany,Nemetschek SE,1,,DE0006452907,1,,C280D8140,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Vivanco Gruppe Aktiengesellschaft,1,,DE000A1E8G88,1,,C280D8410,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,Basler Aktiengesellschaft,1,,DE0005102008,1,,C280D8370,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Enapter AG,1,,DE000A255G02,1,,C280D6820,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,1,1,,,
Germany,,,CS: Merkur Bank KGaA,,,,C280D6810,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,MERKUR PRIVATBANK KGaA,1,,DE0008148206,1,,C280D6810,31/12/2020,Germany,1,,u,1,,Local,1,,2,2,,MUN m:access,2,,,1,1,,,
Germany,ADVA Optical Networking SE,1,,DE0005103006,1,,C280D8360,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Software Aktiengesellschaft,1,,DE000A2GS401,1,,C280E1720,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Odeon Film AG,1,,DE0006853005,1,,C280D9140,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,EASY SOFTWARE AG,1,,DE000A2YN991,1,,C280D9660,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,,,,,,,C280D9160,31/12/2012,Germany,1,,c,,CS: voluntary consolidated FS published but not available on registry; total assets in WS is from consolidated FS,Local,,,2,2,,,,,1,,,,,
Germany,CPU Softwarehouse AG,1,,DE000A0WMPN8,1,,C280D9160,31/12/2020,Germany,1,,c,1,CS: voluntary consolidated FS published on company website but not on registry; total assets in WS is from consolidated FS,Local,1,,2,2,,MUN m:access,2,,,1,1,,,
Germany,11 88 0 Solutions AG,1,,DE0005118806,1,,C280E1280,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Zapf Creation AG,1,,DE000A2TSMZ8,1,,C280D9650,31/12/2020,Germany,1,,c,1,,IFRS,1,,2,1,CS: delisting 04/10/2018 from STU Open Market (source: DGAP) but still traded on other Open Markets,DUS Open Market,1,CS: also HAM Open Market and MUN Open Market,,,1,,,
Germany,REALTECH AG,1,,DE0007008906,1,,C280D9200,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,Deufol SE,1,,DE000A1R1EE6,1,,C280E1190,31/12/2020,Germany,1,,c,1,,IFRS,1,,2,1,CS: delisting 23/11/2015 (source: Frankfurt Stock Exchange) but still traded in Open Market Hamburg,HAM Open Market,1,,,,1,,,
Germany,,,CS: German Brokers AG,,,,C280E1180,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Sino-German United AG,1,,DE000SGU8886,1,,C280E1180,31/12/2020,Germany,1,,u,1,,Local,1,,1,1,,FRA General Standard,1,,,1,1,,,
Germany,aap Implantate AG,1,,DE000A3H2101,1,,C280E1120,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,artnet AG,1,,DE000A1K0375,1,,C280E6830,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,SÜSS MicroTec SE,1,,DE000A1K0235,1,,C280E1750,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280E1680,31/12/2012,Germany,1,,c,,,Local,,,2,2,,,,,1,,,,,
Germany,SHS VIVEON AG,1,,DE000A0XFWK2,1,,C280E1680,31/12/2020,Germany,1,,c,1,,Local,1,,2,2,,MUN m:access,2,,,1,1,,,
Germany,Eckert & Ziegler Strahlen- und Medizintechnik AG,1,,DE0005659700,1,,C280E1560,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,CS: Softmatic AG,,,,C280E3180,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,AlzChem Group AG,1,,DE000A2YNT30,1,,C280E3180,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280E2040,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Your Family Entertainment AG,1,,DE000A161N14,1,,C280E2040,31/12/2020,Germany,1,,u,1,,Local,1,,1,1,,FRA General Standard,1,,,1,1,,,
Germany,PVA TePla AG,1,,DE0007461006,1,,C280E3200,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,GFT Technologies SE,1,,DE0005800601,1,,C280E3090,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,HSBC Trinkaus & Burkhardt AG,1,,DE0008115106,3,CS: source: DGAP,C28047160,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,2,,DUS Regulated Market,2,CS: also STU Regulated Market,,,1,,,
Germany,Henkel AG & Co. KGaA,1,,DE0006048432,1,,C28091870,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Verallia Deutschland AG,1,,DE0006851603,1,,C28025690,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,PUMA SE,1,,DE0006969603,1,,C28005220,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280BV480,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,edding Aktiengesellschaft,1,,DE0005647937,1,,C280B2790,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,HAM Regulated Market,3,CS: source: DGAP,,,1,,,
Germany,KAP AG,1,,DE0006208408,1,,C280B2980,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Nucletron Electronic Aktiengesellschaft,1,,DE0006789605,1,,C28024940,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,2,,MUN Regulated Market,2,,,,1,,,
Germany,Greiffenberger Aktiengesellschaft,1,,DE0005897300,1,,C28035910,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,3,,MUN Regulated Market,3,"CS: source: DGAP; DGAP states ""Regulierter Markt in Frankfurt (General Standard), München"" but FRA listing is in the ""General Quoted"" segment (i.e. it requires listing elsewhere)",,,1,,,
Germany,,,,,,,C28035680,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Allerthal-Werke Aktiengesellschaft,1,,DE0005034201,1,,C28035680,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,HAN Mittelstandsbörse Deutschland,1,,,1,1,,,
Germany,Ahlers AG,1,,DE0005009740,1,,C28026760,30/11/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280AL030,31/12/2012,Germany,1,,c,,,Local,,,2,2,"CS: ""Entry Standard""",,,,1,,,,,
Germany,AdCapital AG,1,,DE0005214506,1,,C280AL030,31/12/2020,Germany,1,,c,1,,Local,1,,2,2,,FRA Basic Board,2,,,1,1,,,
Germany,HORNBACH Holding AG & Co. KGaA,1,,DE0006083405,1,,C28029510,29/02/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Webac Holding Aktiengesellschaft,1,,DE0008103102,1,,C28030980,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,Einhell Germany AG,1,,DE0005654933,1,,C28030770,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,Biotest Aktiengesellschaft,1,,DE0005227235,1,,C28030610,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,CS: C.J. VOGEL AKTIENGESELLSCHAFT für BETEILIGUNGEN,,,,C28031890,28/02/2013,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,DVB Bank SE,1,,DE0008045501,3,CS: source: DGAP,C280BV360,31/12/2020,Germany,1,,c,1,,IFRS,1,,0,2,CS: 100% owned by DZ BANK; squeeze-out 17/08/2017 (source: AR 2017),,,,,,1,,,
Germany,Bijou Brigitte modische Accessoires Aktiengesellschaft,1,,DE0005229504,1,,C280FA830,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA General Standard,1,,,,1,,,
Germany,,,,,,,C28035900,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Fernheizwerk Neukölln Aktiengesellschaft,1,,DE0005767909,1,,C28035900,31/12/2020,Germany,1,,u,1,,Local,1,,1,3,CS: source: DGAP,BER Regulated Market,3,CS: source: DGAP,,1,1,,,
Germany,,,"CS: WS's total assets is from adjusted AR (""Ergänzung der Veröffentlichung vom 04.04.2014"")",,,,C28030560,30/09/2013,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Aktienbrauerei Kaufbeuren Aktiengesellschaft,1,,DE0005013007,1,,C28030560,30/09/2020,Germany,1,,u,1,,Local,1,,1,3,"CS: source: DGAP; no ad-hoc news with listing info after balance sheet date, but www.comdirect.de states ""Geregelter Markt"" in 2022",MUN Regulated Market,3,CS: source: DGAP,,1,1,,,
Germany,,,,,,,C280B5980,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Zoologischer Garten Berlin Aktiengesellschaft,1,,DE0005031801,1,,C280B5980,31/12/2020,Germany,1,,u,1,,Local,1,,2,1,,BER Open Market,1,,,1,1,,,
Germany,,,,,,,C280CD480,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,,,,,,,C280F0330,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,BayWa Aktiengesellschaft,1,,DE0005194062,1,,C28065690,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,FRA Prime Standard,1,,,,1,,,
Germany,,,,,,,C280Y4Q10,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,Heidelberger Beteiligungsholding AG,1,,DE000A254294,1,,C280Y4Q10,31/12/2020,Germany,1,,u,1,,Local,1,,1,1,,FRA General Standard,1,,,1,1,,,
Germany,BREMER LAGERHAUS-GESELLSCHAFT -Aktiengesellschaft von 1877-,1,,DE0005261606,2,,C280B2670,31/12/2020,Germany,1,,c,1,"CS: registry includes two entries labeled 'consolidated' for 2020, but only one actually contains consolidated FS",IFRS,1,,1,3,"CS: Regulated Market Berlin (source: DGAP); no ad-hoc news with listing info after balance sheet date on DGAP, but company still listed in Berlin in 2022 (source: Berlin Stock Exchange)",BER Regulated Market,3,CS: source: DGAP,,,1,,,
Germany,BBI Bürgerliches Brauhaus Immobilien Aktiengesellschaft,1,,DE0005280002,2,,C280FH660,31/12/2020,Germany,1,,u,1,,Local,1,,1,2,,MUN Regulated Market,2,,,1,1,,,
Germany,EUROKAI GmbH & Co. KGaA,1,,DE0005706535,1,,C28035890,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,1,,HAM Regulated Market,3,CS: source: DGAP,,,1,,,
Germany,,,,,,,C28028410,30/09/2013,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,,,,,,,C280CE900,31/12/2012,Germany,1,,c,,,Local,,,2,3,CS: source: DGAP,,,,1,,,,,
Germany,FRoSTA Aktiengesellschaft,1,,DE0006069008,2,,C28046150,31/12/2020,Germany,1,,c,1,,Local,1,,2,2,,FRA Basic Board,2,,,1,1,,,
Germany,,,,,,,C280B5440,31/12/2012,Germany,1,,c,,,Local,,,2,2,,,,,1,,,,,
Germany,Gesundheitswelt Chiemgau Aktiengesellschaft,1,,DE0006216609,1,,C280B5440,31/12/2020,Germany,1,,c,1,,Local,1,,2,2,,MUN Open Market,2,,,1,1,,,
Germany,,,,,,,C28030820,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,,,CS: 2012 AR not in registry,,,,C280B5540,31/12/2012,Germany,1,,u,,,Local,,,,,,,,,1,,,,,
Germany,LEWAG Holding Aktiengesellschaft,1,,DE0006336001,1,,C28030890,31/12/2020,Germany,1,,c,1,,IFRS,1,,1,3,CS: source: DGAP,BER Regulated Market,3,CS: source: DGAP,,,1,,,
